,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expirationDate,ticker
567,NVDA250221P00105000,2025-02-14 20:57:53+00:00,105.0,0.07,0.06,0.08,0.0,0.0,31945.0,33872.0,1.203128984375,False,REGULAR,USD,put,2025-02-21,NVDA
568,NVDA250221P00106000,2025-02-14 20:56:37+00:00,106.0,0.06,0.06,0.08,-0.010000002,-14.285716,928.0,7455.0,1.1640666796875,False,REGULAR,USD,put,2025-02-21,NVDA
569,NVDA250221P00107000,2025-02-14 20:55:01+00:00,107.0,0.07,0.07,0.09,-0.009999998,-12.499997,637.0,9259.0,1.15234798828125,False,REGULAR,USD,put,2025-02-21,NVDA
570,NVDA250221P00108000,2025-02-14 20:58:37+00:00,108.0,0.08,0.07,0.09,0.0,0.0,1947.0,51598.0,1.1171919140625,False,REGULAR,USD,put,2025-02-21,NVDA
571,NVDA250221P00109000,2025-02-14 20:57:14+00:00,109.0,0.08,0.06,0.1,-0.010000005,-11.111116,4895.0,9105.0,1.0781296093750001,False,REGULAR,USD,put,2025-02-21,NVDA
572,NVDA250221P00110000,2025-02-14 20:58:15+00:00,110.0,0.09,0.08,0.1,0.0,0.0,6854.0,57832.0,1.0625046875000002,False,REGULAR,USD,put,2025-02-21,NVDA
573,NVDA250221P00111000,2025-02-14 20:51:38+00:00,111.0,0.1,0.07,0.11,0.0,0.0,2846.0,11137.0,1.0273486132812502,False,REGULAR,USD,put,2025-02-21,NVDA
574,NVDA250221P00112000,2025-02-14 20:57:58+00:00,112.0,0.1,0.09,0.11,-0.009999998,-9.090907,3403.0,18733.0,1.0058643457031249,False,REGULAR,USD,put,2025-02-21,NVDA
575,NVDA250221P00113000,2025-02-14 20:50:23+00:00,113.0,0.11,0.1,0.11,0.0,0.0,2570.0,14755.0,0.9765627343750001,False,REGULAR,USD,put,2025-02-21,NVDA
576,NVDA250221P00114000,2025-02-14 20:57:17+00:00,114.0,0.11,0.11,0.12,-0.030000001,-21.428572,1353.0,12809.0,0.95507857421875,False,REGULAR,USD,put,2025-02-21,NVDA
577,NVDA250221P00115000,2025-02-14 20:59:39+00:00,115.0,0.12,0.11,0.13,-0.020000003,-14.285716,6974.0,47161.0,0.9257819921875,False,REGULAR,USD,put,2025-02-21,NVDA
578,NVDA250221P00116000,2025-02-14 20:55:57+00:00,116.0,0.12,0.12,0.14,-0.050000004,-29.411768,1008.0,9394.0,0.9003916210937499,False,REGULAR,USD,put,2025-02-21,NVDA
579,NVDA250221P00117000,2025-02-14 20:54:50+00:00,117.0,0.14,0.13,0.15,-0.049999997,-26.315786,1908.0,14853.0,0.87500125,False,REGULAR,USD,put,2025-02-21,NVDA
580,NVDA250221P00118000,2025-02-14 20:59:07+00:00,118.0,0.14,0.14,0.15,-0.06999999,-33.33333,3118.0,15929.0,0.8437515624999999,False,REGULAR,USD,put,2025-02-21,NVDA
581,NVDA250221P00119000,2025-02-14 20:59:34+00:00,119.0,0.16,0.15,0.16,-0.07000001,-30.434786,3185.0,14282.0,0.8164080859374999,False,REGULAR,USD,put,2025-02-21,NVDA
582,NVDA250221P00120000,2025-02-14 20:59:31+00:00,120.0,0.16,0.16,0.18,-0.099999994,-38.461536,10626.0,92894.0,0.7929708203125,False,REGULAR,USD,put,2025-02-21,NVDA
583,NVDA250221P00121000,2025-02-14 20:57:41+00:00,121.0,0.18,0.18,0.19,-0.13999999,-43.749996,1973.0,9407.0,0.7675804492187501,False,REGULAR,USD,put,2025-02-21,NVDA
584,NVDA250221P00122000,2025-02-14 20:59:42+00:00,122.0,0.2,0.19,0.21,-0.16000001,-44.444447,12117.0,19024.0,0.7412135253906249,False,REGULAR,USD,put,2025-02-21,NVDA
585,NVDA250221P00123000,2025-02-14 20:59:58+00:00,123.0,0.22,0.22,0.23,-0.19999999,-47.619045,3951.0,15073.0,0.72070591796875,False,REGULAR,USD,put,2025-02-21,NVDA
586,NVDA250221P00124000,2025-02-14 20:59:35+00:00,124.0,0.25,0.24,0.26,-0.26,-50.980392,5652.0,10979.0,0.6972686523437501,False,REGULAR,USD,put,2025-02-21,NVDA
587,NVDA250221P00125000,2025-02-14 20:59:56+00:00,125.0,0.27,0.27,0.28,-0.31999996,-54.237286,13605.0,48192.0,0.6718782812500002,False,REGULAR,USD,put,2025-02-21,NVDA
588,NVDA250221P00126000,2025-02-14 20:59:37+00:00,126.0,0.31,0.3,0.32,-0.39,-55.714287,4646.0,11681.0,0.649417568359375,False,REGULAR,USD,put,2025-02-21,NVDA
589,NVDA250221P00127000,2025-02-14 20:59:45+00:00,127.0,0.36,0.35,0.36,-0.47999996,-57.142853,4996.0,22074.0,0.629886513671875,False,REGULAR,USD,put,2025-02-21,NVDA
590,NVDA250221P00128000,2025-02-14 20:59:55+00:00,128.0,0.42,0.4,0.42,-0.59000003,-58.415848,6004.0,19402.0,0.6103554589843752,False,REGULAR,USD,put,2025-02-21,NVDA
591,NVDA250221P00129000,2025-02-14 20:59:51+00:00,129.0,0.49,0.48,0.49,-0.71000004,-59.166664,5359.0,18112.0,0.594730615234375,False,REGULAR,USD,put,2025-02-21,NVDA
592,NVDA250221P00130000,2025-02-14 20:59:52+00:00,130.0,0.58,0.57,0.58,-0.84999996,-59.440563,29243.0,64332.0,0.5795940478515625,False,REGULAR,USD,put,2025-02-21,NVDA
593,NVDA250221P00131000,2025-02-14 20:59:56+00:00,131.0,0.7,0.68,0.7,-1.0,-58.82353,7832.0,13217.0,0.5664105859375,False,REGULAR,USD,put,2025-02-21,NVDA
594,NVDA250221P00132000,2025-02-14 20:59:30+00:00,132.0,0.83,0.82,0.84,-1.1700001,-58.500004,8294.0,10161.0,0.5542036767578126,False,REGULAR,USD,put,2025-02-21,NVDA
595,NVDA250221P00133000,2025-02-14 20:59:58+00:00,133.0,1.01,0.99,1.02,-1.3399999,-57.02127,20649.0,24531.0,0.543949873046875,False,REGULAR,USD,put,2025-02-21,NVDA
596,NVDA250221P00134000,2025-02-14 20:59:43+00:00,134.0,1.24,1.2,1.24,-1.5,-54.744526,14663.0,15844.0,0.5356491748046875,False,REGULAR,USD,put,2025-02-21,NVDA
597,NVDA250221P00135000,2025-02-14 20:59:59+00:00,135.0,1.47,1.46,1.49,-1.71,-53.773582,33180.0,37260.0,0.5278367529296876,False,REGULAR,USD,put,2025-02-21,NVDA
598,NVDA250221P00136000,2025-02-14 20:59:54+00:00,136.0,1.78,1.75,1.8,-1.8800001,-51.366123,19459.0,8712.0,0.5205126074218749,False,REGULAR,USD,put,2025-02-21,NVDA
599,NVDA250221P00137000,2025-02-14 20:59:58+00:00,137.0,2.12,2.1,2.15,-2.08,-49.52381,25622.0,9839.0,0.5136767382812499,False,REGULAR,USD,put,2025-02-21,NVDA
600,NVDA250221P00138000,2025-02-14 20:59:59+00:00,138.0,2.51,2.5,2.55,-2.34,-48.24742,18071.0,9690.0,0.506840869140625,False,REGULAR,USD,put,2025-02-21,NVDA
601,NVDA250221P00139000,2025-02-14 20:59:51+00:00,139.0,2.98,2.95,3.05,-2.67,-47.256638,6134.0,6704.0,0.5041553491210937,True,REGULAR,USD,put,2025-02-21,NVDA
602,NVDA250221P00140000,2025-02-14 20:59:59+00:00,140.0,3.5,3.45,3.55,-2.56,-42.244225,9283.0,31010.0,0.5048877636718749,True,REGULAR,USD,put,2025-02-21,NVDA
603,NVDA250221P00141000,2025-02-14 20:59:53+00:00,141.0,4.07,4.0,4.1,-3.02,-42.595203,1346.0,6044.0,0.49609878906250005,True,REGULAR,USD,put,2025-02-21,NVDA
604,NVDA250221P00142000,2025-02-14 20:58:11+00:00,142.0,4.55,4.65,4.8,-3.0499997,-40.131577,1279.0,10833.0,0.5053760400390624,True,REGULAR,USD,put,2025-02-21,NVDA
605,NVDA250221P00143000,2025-02-14 20:59:39+00:00,143.0,5.4,5.3,5.45,-3.2400002,-37.500004,778.0,3924.0,0.4958546508789063,True,REGULAR,USD,put,2025-02-21,NVDA
606,NVDA250221P00144000,2025-02-14 20:58:03+00:00,144.0,5.95,6.0,6.2,-3.4499998,-36.702126,496.0,3239.0,0.4968312036132813,True,REGULAR,USD,put,2025-02-21,NVDA
607,NVDA250221P00145000,2025-02-14 20:59:26+00:00,145.0,6.83,6.85,7.0,-3.38,-33.104797,3334.0,28909.0,0.500005,True,REGULAR,USD,put,2025-02-21,NVDA
608,NVDA250221P00146000,2025-02-14 20:59:53+00:00,146.0,7.78,7.6,7.95,-3.4699998,-30.844442,557.0,5647.0,0.5336960693359375,True,REGULAR,USD,put,2025-02-21,NVDA
609,NVDA250221P00147000,2025-02-14 20:59:13+00:00,147.0,8.6,8.2,8.85,-3.58,-29.392447,322.0,2281.0,0.5507857421875001,True,REGULAR,USD,put,2025-02-21,NVDA
610,NVDA250221P00148000,2025-02-14 20:58:48+00:00,148.0,9.46,9.15,9.75,-3.6400003,-27.78626,273.0,5682.0,0.5629926513671876,True,REGULAR,USD,put,2025-02-21,NVDA
611,NVDA250221P00149000,2025-02-14 20:52:00+00:00,149.0,10.28,9.95,12.95,-3.5700006,-25.776176,46.0,1904.0,0.790041162109375,True,REGULAR,USD,put,2025-02-21,NVDA
612,NVDA250221P00150000,2025-02-14 20:59:10+00:00,150.0,11.35,11.0,11.7,-3.4899998,-23.517517,1544.0,20881.0,0.6250037500000001,True,REGULAR,USD,put,2025-02-21,NVDA
613,NVDA250221P00151000,2025-02-14 20:59:10+00:00,151.0,12.24,11.95,12.75,-4.01,-24.676926,185.0,1258.0,0.514653291015625,True,REGULAR,USD,put,2025-02-21,NVDA
614,NVDA250221P00152000,2025-02-14 20:48:42+00:00,152.0,13.48,12.9,13.55,-3.5,-20.612486,44.0,5708.0,0.6411168701171875,True,REGULAR,USD,put,2025-02-21,NVDA
615,NVDA250221P00152500,2025-02-14 19:59:18+00:00,152.5,14.28,13.35,15.45,-3.170001,-18.166193,4.0,638.0,0.7832052929687501,True,REGULAR,USD,put,2025-02-21,NVDA
616,NVDA250221P00153000,2025-02-14 20:27:45+00:00,153.0,14.65,13.8,15.9,-7.3600006,-33.439346,91.0,1543.0,0.7856466748046875,True,REGULAR,USD,put,2025-02-21,NVDA
617,NVDA250221P00154000,2025-02-14 19:33:43+00:00,154.0,16.22,14.65,15.6,-2.5600014,-13.631529,108.0,786.0,0.729494892578125,True,REGULAR,USD,put,2025-02-21,NVDA
618,NVDA250221P00155000,2025-02-14 20:50:22+00:00,155.0,16.16,15.8,16.6,-3.8899994,-19.401493,416.0,1741.0,0.500005,True,REGULAR,USD,put,2025-02-21,NVDA
619,NVDA250221P00156000,2025-02-11 14:31:06+00:00,156.0,22.75,16.6,17.8,0.0,0.0,2.0,106.0,0.5273484765625001,True,REGULAR,USD,put,2025-02-21,NVDA
620,NVDA250221P00157000,2025-02-14 16:09:56+00:00,157.0,19.7,17.3,18.75,-7.799999,-28.363634,92.0,8.0,0.8896495410156249,True,REGULAR,USD,put,2025-02-21,NVDA
621,NVDA250221P00157500,2025-02-04 20:33:43+00:00,157.5,39.19,18.2,19.2,0.0,0.0,2.0,0.0,0.5625043750000001,True,REGULAR,USD,put,2025-02-21,NVDA
622,NVDA250221P00158000,2025-02-14 17:25:33+00:00,158.0,21.05,18.6,19.6,-4.25,-16.79842,50.0,10.0,0.85937640625,True,REGULAR,USD,put,2025-02-21,NVDA
623,NVDA250221P00159000,2025-02-14 16:11:35+00:00,159.0,21.75,19.7,20.5,-3.4500008,-13.690478,3.0,1.0,0.840821904296875,True,REGULAR,USD,put,2025-02-21,NVDA
624,NVDA250221P00160000,2025-02-14 20:44:01+00:00,160.0,21.35,20.75,21.7,-4.3999996,-17.087378,36.0,25.0,0.6601596484375001,True,REGULAR,USD,put,2025-02-21,NVDA
625,NVDA250221P00161000,2025-02-13 18:43:35+00:00,161.0,27.15,21.75,23.1,0.0,0.0,3.0,0.0,0.8554701953125,True,REGULAR,USD,put,2025-02-21,NVDA
626,NVDA250221P00162000,2025-02-13 18:17:41+00:00,162.0,27.7,22.65,24.1,0.0,0.0,9.0,0.0,0.84961087890625,True,REGULAR,USD,put,2025-02-21,NVDA
627,NVDA250221P00162500,2025-02-14 17:07:09+00:00,162.5,25.87,23.2,26.8,-1.1299992,-4.185182,10.0,11.0,1.3300814746093748,True,REGULAR,USD,put,2025-02-21,NVDA
628,NVDA250221P00163000,2025-02-14 17:49:33+00:00,163.0,25.65,23.75,24.75,-2.5,-8.880995,2.0,0.0,0.76367423828125,True,REGULAR,USD,put,2025-02-21,NVDA
629,NVDA250221P00164000,2025-02-13 18:14:03+00:00,164.0,29.1,24.6,25.75,0.0,0.0,6.0,0.0,0.6523472265625001,True,REGULAR,USD,put,2025-02-21,NVDA
630,NVDA250221P00165000,2025-02-14 16:01:22+00:00,165.0,27.75,25.65,26.7,-1.75,-5.9322033,88.0,8.0,0.6718782812500002,True,REGULAR,USD,put,2025-02-21,NVDA
631,NVDA250221P00166000,2025-02-13 20:12:25+00:00,166.0,30.45,26.65,27.6,0.0,0.0,36.0,0.0,1.0976607617187502,True,REGULAR,USD,put,2025-02-21,NVDA
632,NVDA250221P00167000,2025-02-13 20:12:25+00:00,167.0,31.65,27.65,30.0,0.0,0.0,41.0,0.0,1.2338905493164063,True,REGULAR,USD,put,2025-02-21,NVDA
633,NVDA250221P00168000,2025-02-14 17:45:05+00:00,168.0,31.09,28.7,31.5,-1.4300003,-4.397295,3.0,7.0,1.3750031249999999,True,REGULAR,USD,put,2025-02-21,NVDA
634,NVDA250221P00169000,2025-02-13 18:18:30+00:00,169.0,34.75,29.6,30.8,0.0,0.0,31.0,0.0,0.8203142968749999,True,REGULAR,USD,put,2025-02-21,NVDA
635,NVDA250221P00170000,2025-02-14 17:45:05+00:00,170.0,33.12,30.75,31.75,-2.4300003,-6.835444,3.0,0.0,0.9257819921875,True,REGULAR,USD,put,2025-02-21,NVDA
636,NVDA250221P00171000,2025-02-13 18:20:24+00:00,171.0,37.1,31.7,32.6,0.0,0.0,67.0,0.0,0.500005,True,REGULAR,USD,put,2025-02-21,NVDA
637,NVDA250221P00172000,2025-02-13 18:50:04+00:00,172.0,37.45,32.25,33.75,0.0,0.0,42.0,1.0,1.3418001660156247,True,REGULAR,USD,put,2025-02-21,NVDA
638,NVDA250221P00173000,2025-02-13 20:12:25+00:00,173.0,37.45,33.75,34.65,0.0,0.0,81.0,9.0,0.9062509375,True,REGULAR,USD,put,2025-02-21,NVDA
639,NVDA250221P00174000,2025-02-14 16:31:42+00:00,174.0,37.4,34.65,35.75,-2.0499992,-5.1964493,1.0,0.0,0.9257819921875,True,REGULAR,USD,put,2025-02-21,NVDA
640,NVDA250221P00175000,2025-02-13 20:12:25+00:00,175.0,39.65,35.25,38.0,0.0,0.0,80.0,6.0,1.3544954150390622,True,REGULAR,USD,put,2025-02-21,NVDA
641,NVDA250221P00176000,2025-02-13 16:59:08+00:00,176.0,41.15,36.6,37.65,0.0,0.0,149.0,0.0,1.39453427734375,True,REGULAR,USD,put,2025-02-21,NVDA
642,NVDA250221P00177000,2025-02-13 17:06:16+00:00,177.0,41.8,37.8,38.5,0.0,0.0,51.0,0.0,0.500005,True,REGULAR,USD,put,2025-02-21,NVDA
643,NVDA250221P00178000,2025-02-13 20:13:06+00:00,178.0,42.7,38.6,39.5,0.0,0.0,9.0,0.0,1.3486360693359374,True,REGULAR,USD,put,2025-02-21,NVDA
644,NVDA250221P00179000,2025-02-14 17:25:54+00:00,179.0,42.1,39.75,40.75,-2.4500008,-5.4994407,2.0,0.0,1.12109814453125,True,REGULAR,USD,put,2025-02-21,NVDA
645,NVDA250221P00180000,2025-02-14 20:39:48+00:00,180.0,41.04,40.65,41.7,-4.209999,-9.303865,3.0,0.0,0.9609378906249999,True,REGULAR,USD,put,2025-02-21,NVDA
646,NVDA250221P00181000,2025-02-14 16:31:42+00:00,181.0,44.4,41.6,42.8,-2.1499977,-4.618685,1.0,0.0,1.0625046875000002,True,REGULAR,USD,put,2025-02-21,NVDA
647,NVDA250221P00182000,2025-02-14 16:31:34+00:00,182.0,45.25,42.75,43.8,-1.4500008,-3.1049266,3.0,0.0,1.220707021484375,True,REGULAR,USD,put,2025-02-21,NVDA
648,NVDA250221P00183000,2025-02-13 19:50:20+00:00,183.0,47.6,43.7,44.7,0.0,0.0,41.0,0.0,1.1015669921875002,True,REGULAR,USD,put,2025-02-21,NVDA
649,NVDA250221P00184000,2025-02-14 16:02:48+00:00,184.0,46.3,44.6,45.7,-2.4000015,-4.9281344,20.0,0.0,0.500005,True,REGULAR,USD,put,2025-02-21,NVDA
650,NVDA250221P00185000,2025-02-14 16:23:12+00:00,185.0,48.4,45.75,46.65,-1.199997,-2.4193487,8.0,0.0,1.1367230664062502,True,REGULAR,USD,put,2025-02-21,NVDA
651,NVDA250221P00186000,2025-01-23 20:05:41+00:00,186.0,39.9,46.6,47.8,0.0,0.0,1.0,0.0,1.15625421875,True,REGULAR,USD,put,2025-02-21,NVDA
652,NVDA250221P00187000,2025-01-08 14:30:07+00:00,187.0,43.91,0.0,0.0,0.0,0.0,1.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
653,NVDA250221P00188000,2025-01-06 19:11:46+00:00,188.0,38.85,0.0,0.0,0.0,0.0,39.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
654,NVDA250221P00189000,2025-01-03 15:13:32+00:00,189.0,45.85,0.0,0.0,0.0,0.0,26.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
655,NVDA250221P00190000,2024-12-18 20:48:40+00:00,190.0,59.3,71.25,72.0,0.0,0.0,21.0,0.0,6.135744517822266,True,REGULAR,USD,put,2025-02-21,NVDA
656,NVDA250221P00191000,2025-01-27 14:32:02+00:00,191.0,64.75,51.7,52.8,0.0,0.0,1.0,0.0,1.359378203125,True,REGULAR,USD,put,2025-02-21,NVDA
657,NVDA250221P00192000,2024-12-27 17:00:03+00:00,192.0,56.0,70.7,73.4,0.0,0.0,2.0,0.0,5.931399070129395,True,REGULAR,USD,put,2025-02-21,NVDA
658,NVDA250221P00193000,2025-01-24 16:11:01+00:00,193.0,47.5,53.7,54.7,0.0,0.0,2.0,0.0,1.2812535937499998,True,REGULAR,USD,put,2025-02-21,NVDA
659,NVDA250221P00194000,2024-11-27 19:59:46+00:00,194.0,59.9,75.3,76.2,0.0,0.0,570.0,0.0,6.301271654663085,True,REGULAR,USD,put,2025-02-21,NVDA
660,NVDA250221P00195000,2025-01-06 15:02:14+00:00,195.0,45.3,0.0,0.0,0.0,0.0,26.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
661,NVDA250221P00200000,2025-02-13 20:55:34+00:00,200.0,64.85,60.75,61.7,0.0,0.0,2.0,3.0,1.46875265625,True,REGULAR,USD,put,2025-02-21,NVDA
662,NVDA250221P00205000,2025-02-13 20:55:34+00:00,205.0,69.87,65.8,66.7,0.0,0.0,2.0,0.0,1.609376953125,True,REGULAR,USD,put,2025-02-21,NVDA
663,NVDA250221P00210000,2024-12-13 16:36:56+00:00,210.0,76.12,91.0,92.2,0.0,0.0,1.0,0.0,6.802003450622558,True,REGULAR,USD,put,2025-02-21,NVDA
664,NVDA250221P00212000,2024-11-26 19:40:04+00:00,212.0,75.73,93.05,93.8,0.0,0.0,1.0,0.0,6.832276850280762,True,REGULAR,USD,put,2025-02-21,NVDA
665,NVDA250221P00213000,2025-01-27 14:31:12+00:00,213.0,88.2,73.75,74.7,0.0,0.0,5.0,0.0,1.68359533203125,True,REGULAR,USD,put,2025-02-21,NVDA
666,NVDA250221P00214000,2025-01-21 14:39:45+00:00,214.0,75.78,74.7,75.75,0.0,0.0,1.0,0.0,1.6992202539062502,True,REGULAR,USD,put,2025-02-21,NVDA
667,NVDA250221P00215000,2025-01-30 20:08:15+00:00,215.0,93.1,75.75,76.65,0.0,0.0,3.0,0.0,1.6367205664062499,True,REGULAR,USD,put,2025-02-21,NVDA
668,NVDA250221P00216000,2025-01-23 20:44:45+00:00,216.0,69.78,76.7,77.7,0.0,0.0,1.0,0.0,1.6484392578125,True,REGULAR,USD,put,2025-02-21,NVDA
669,NVDA250221P00217000,2024-12-16 05:00:57+00:00,217.0,70.55,82.15,84.7,0.0,0.0,11.0,0.0,4.005376087036133,True,REGULAR,USD,put,2025-02-21,NVDA
670,NVDA250221P00218000,2024-12-16 05:00:58+00:00,218.0,71.55,83.25,85.7,0.0,0.0,1.0,0.0,4.042973696289062,True,REGULAR,USD,put,2025-02-21,NVDA
671,NVDA250221P00219000,2024-12-16 05:01:00+00:00,219.0,72.55,84.05,86.7,0.0,0.0,1.0,0.0,4.042973696289062,True,REGULAR,USD,put,2025-02-21,NVDA
672,NVDA250221P00220000,2024-12-04 16:00:21+00:00,220.0,77.6,100.95,102.35,0.0,0.0,2.0,0.0,7.107911271362305,True,REGULAR,USD,put,2025-02-21,NVDA
673,NVDA250221P00221000,2024-12-16 05:01:04+00:00,221.0,78.2,78.05,80.5,0.0,0.0,40.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
674,NVDA250221P00222000,2025-01-30 17:34:33+00:00,222.0,102.27,82.65,83.65,0.0,0.0,2.0,0.0,1.000005,True,REGULAR,USD,put,2025-02-21,NVDA
675,NVDA250221P00223000,2025-01-28 15:30:10+00:00,223.0,101.5,83.65,84.65,0.0,0.0,1.0,0.0,1.000005,True,REGULAR,USD,put,2025-02-21,NVDA
676,NVDA250221P00224000,2024-12-16 05:01:08+00:00,224.0,98.05,106.4,110.25,0.0,0.0,,0.0,7.6938480389404305,True,REGULAR,USD,put,2025-02-21,NVDA
677,NVDA250221P00225000,2025-01-08 15:12:10+00:00,225.0,84.0,94.65,95.55,0.0,0.0,1.0,0.0,5.046390410766601,True,REGULAR,USD,put,2025-02-21,NVDA
678,NVDA250221P00226000,2024-12-12 16:37:33+00:00,226.0,89.48,107.4,107.85,0.0,0.0,60.0,0.0,7.271485285644531,True,REGULAR,USD,put,2025-02-21,NVDA
679,NVDA250221P00227000,2024-12-16 05:01:13+00:00,227.0,98.35,109.4,113.25,0.0,0.0,,0.0,7.776855747680664,True,REGULAR,USD,put,2025-02-21,NVDA
680,NVDA250221P00228000,2024-12-16 05:01:14+00:00,228.0,80.8,93.1,94.45,0.0,0.0,25.0,0.0,4.1015673730468745,True,REGULAR,USD,put,2025-02-21,NVDA
681,NVDA250221P00230000,2024-12-16 05:01:16+00:00,230.0,111.15,93.95,96.25,0.0,0.0,21.0,0.0,3.9594727575683595,True,REGULAR,USD,put,2025-02-21,NVDA
682,NVDA250221P00235000,2024-12-27 16:55:39+00:00,235.0,99.05,113.8,115.9,0.0,0.0,2.0,0.0,7.190674839782716,True,REGULAR,USD,put,2025-02-21,NVDA
683,NVDA250221P00240000,2024-12-27 17:00:03+00:00,240.0,104.0,118.8,120.9,0.0,0.0,1.0,0.0,7.3168953851318355,True,REGULAR,USD,put,2025-02-21,NVDA
684,NVDA250221P00245000,2024-12-16 05:01:22+00:00,245.0,118.95,127.4,131.25,0.0,0.0,,0.0,8.242436489105224,True,REGULAR,USD,put,2025-02-21,NVDA
685,NVDA250221P00250000,2024-12-10 14:41:11+00:00,250.0,108.55,131.4,131.9,0.0,0.0,67.0,0.0,7.884521628723144,True,REGULAR,USD,put,2025-02-21,NVDA
686,NVDA250221P00255000,2025-01-24 15:48:08+00:00,255.0,109.5,115.75,116.7,0.0,0.0,2.0,0.0,2.2734418164062498,True,REGULAR,USD,put,2025-02-21,NVDA
687,NVDA250221P00260000,2024-12-20 15:27:38+00:00,260.0,128.0,141.35,141.8,0.0,0.0,1.0,0.0,8.099126031799315,True,REGULAR,USD,put,2025-02-21,NVDA
688,NVDA250221P00270000,2024-06-07 15:45:08+00:00,270.0,0.75,0.25,0.99,0.02,2.73972,1.0,153.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
689,NVDA250221P00280000,2025-01-27 14:44:38+00:00,280.0,153.0,140.75,141.7,0.0,0.0,1.0,0.0,2.57031607421875,True,REGULAR,USD,put,2025-02-21,NVDA
690,NVDA250221P00290000,2024-12-18 17:18:55+00:00,290.0,154.49,171.35,171.8,0.0,0.0,2.0,0.0,8.71313931991577,True,REGULAR,USD,put,2025-02-21,NVDA
691,NVDA250221P00300000,2025-02-07 18:04:32+00:00,300.0,170.68,160.75,163.15,0.0,0.0,4.0,0.0,3.7978520678710943,True,REGULAR,USD,put,2025-02-21,NVDA
692,NVDA250221P00310000,2024-05-13 13:36:00+00:00,310.0,1.7,0.42,1.24,0.0,0.0,1.0,51.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
693,NVDA250221P00320000,2024-06-05 18:19:31+00:00,320.0,0.95,0.47,1.32,0.0,0.0,1.0,67.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
694,NVDA250221P00330000,2024-06-07 15:00:46+00:00,330.0,1.07,0.53,1.4,-0.18,-14.4,3.0,69.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
695,NVDA250221P00340000,2024-05-28 14:32:48+00:00,340.0,1.2,0.62,1.49,0.0,0.0,135.0,190.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
696,NVDA250221P00350000,2024-06-06 17:41:58+00:00,350.0,1.21,0.85,1.44,0.0,0.0,5.0,105.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
697,NVDA250221P00360000,2024-05-21 14:04:34+00:00,360.0,2.18,0.81,1.7,0.0,0.0,10.0,16.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
698,NVDA250221P00370000,2024-05-06 19:08:45+00:00,370.0,3.8,0.82,2.12,0.0,0.0,1.0,22.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
699,NVDA250221P00380000,2024-05-21 14:08:27+00:00,380.0,2.73,1.03,1.93,0.0,0.0,10.0,11.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
700,NVDA250221P00390000,2024-05-29 18:46:12+00:00,390.0,1.85,1.15,2.06,0.0,0.0,4.0,199.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
701,NVDA250221P00400000,2024-06-07 15:17:23+00:00,400.0,2.1,1.37,2.03,0.2,10.5263,4.0,79.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
702,NVDA250221P00410000,2024-04-30 14:10:36+00:00,410.0,6.5,1.54,2.86,0.0,0.0,2.0,13.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
703,NVDA250221P00420000,2024-06-07 15:00:46+00:00,420.0,2.26,1.57,2.52,-0.0899999,-3.82978,3.0,15.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
704,NVDA250221P00430000,2024-04-16 13:49:08+00:00,430.0,8.33,4.05,5.25,0.0,0.0,3.0,9.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
705,NVDA250221P00440000,2024-05-16 17:21:56+00:00,440.0,5.25,1.9,2.85,0.0,0.0,1.0,17.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
706,NVDA250221P00450000,2024-06-07 17:49:36+00:00,450.0,2.57,2.14,2.88,-0.16,-5.86081,7.0,110.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
707,NVDA250221P00460000,2024-06-05 19:53:23+00:00,460.0,2.83,2.28,3.25,0.0,0.0,1.0,23.0,1.0000000000000003e-05,True,REGULAR,USD,put,2025-02-21,NVDA
